Property ID,Property ZIP,Year Built,Unit,Beds,Baths,Floorplan,Lease Id,Type,Tenant Id,Online?,Renewal,Lease Start,Lease End,Rent,Income,Verified Income,Employer,Status,Birthday,Previous City,Previous State,Previous ZIP,Previous Country,Referral,Moving From,Industry,Pets1,Pets2,Pets3,Insurent1,Insurent2,Score,Unit,Unit Type,SF,Resident,Market Rent,Actual Rent,Move In Date,Lease Expiration Date,Move Out Date,Married,Household Type,Gender,# of Occupants,# of Children,Work from Home?
156212,10028,1986,28-H,0,1,Studio/1Bath,19181820,INDIVIDUAL,31085673,N,FALSE,12/7/2015,12/31/2016,2950,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,-100,28-H,a21-col,455,t0134329,2725,2950,12/07/2015,12/31/2016,0,No,Single,M,1,0,N
162194,11217,2013,6F,0,1,"STU, 1 BA",18953679,INDIVIDUAL,48981877,Y,FALSE,12/13/2015,11/30/2016,2550,260960,0,"Ernst & Young, LLP",Closed,8/1/1960,Princeton Junction,NJ,8550,US,Streeteasy,Tri-state,0,0,None,none,No,0,3.8,6F,0-526m,526,t0024825,6208.15,2550,12/13/2015,11/30/2016,0,Y,Single,M,1,0,No
145511,10009,0,5J,0,1,Studio/1 Bath,19532653,INDIVIDUAL,50027360,Y,FALSE,12/18/2015,4/30/2017,2625,120000,111790.62,AppNexus,Closed,4/1/1987,Beaverton,OR,97006,US,Streeteasy,0,0,0,None,none,No,0,7.6,5J,s-448ra,448,t0024848,5166.15,2625,12/18/2015,4/30/2017,0,N,Single,M,1,0,Not Available
156212,10028,1986,29-F,3,2.5,3 Bed / 2.5 Bath,19309558,INDIVIDUAL,49628527,Y,FALSE,12/20/2015,12/31/2017,12500,2828493,2828493,"Tsamutalis and Company, LLC",Closed,1/1/1959,Sherman,CT,6784,US,Sign,Tri-state,"Medical (doctor, nurse)",No,None,none,No,0,4.3,29-F,c5-col,1405,t0134666,11000,12500,12/20/2015,12/31/2017,0,Yes,Couple,M,2,0,N
162194,11217,2013,33A,1,1,"1 BR, 1 BA, Balcony",19002968,INDIVIDUAL,49063601,Y,FALSE,1/1/2016,4/30/2017,3950,165000,0,"Food and Drug Administration, US Public Health",Closed,12/1/1986,New York,NY,10014,US,Search Engine,Manhattan,0,0,None,none,No,0,3.8,33A,1-731mb,731,t0024823,6300,3950,1/1/2016,4/30/2017,0,?,Couple,MF,2,0,No
162194,11217,2013,20H,1,1,"1 BR, 1 BA",19097099,INDIVIDUAL,49239554,Y,FALSE,1/1/2016,4/30/2017,3450,220000,225000,Millennium partners llc,Closed,1/1/1984,New york,NY,10011,US,Website,Manhattan,0,0,None,none,No,0,9.4,20H,1-657m,657,t0024826,6300,3450,1/1/2016,4/30/2017,0,N,Single,M,1,0,No
162194,11217,2013,22E,1,1,"1 BR, 1 BA, Balcony",19291250,INDIVIDUAL,37700108,Y,FALSE,1/1/2016,12/31/2016,3490,260000,260000,SUNY Downstate Hospital,Closed,2/1/1986,Queens Village,NY,11428,US,Transfer,NYC Other (Staten Island and Bronx),0,0,0,none,No,0,9.5,22E,1-725mb,725,t0024829,6300,3490,1/1/2016,12/31/2016,0,Y,Couple,MF,2,0,No
145511,10009,0,6J,0,1,Studio/1 Bath,19543453,INDIVIDUAL,50072780,Y,FALSE,1/1/2016,4/30/2017,2650,110000,110000,Perkins and Will,Closed,3/1/1974,New York,NY,10016,US,Streeteasy,0,0,0,None,none,No,0,8.2,6J,s-448ra,448,t0024858,5411.12,2650,1/1/2016,4/30/2017,0,N,Single,F,1,0,Not Available
156212,10028,1986,8E,1,1,1 Bed / 1 Bath,19568003,INDIVIDUAL,44565468,Y,FALSE,1/1/2016,1/31/2017,3300,150000,150000,Goldman Sachs,Closed,2/1/1987,New York,NY,10028,US,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,9.3,08E,a71-col,675,t0134881,3282,3300,01/01/2016,01/31/2017,0,No,Single,M,1,0,N
156212,10028,1986,28-D,2,2,"2 Bed / 2 Bath, 950 sq. ft.",19645239,INDIVIDUAL,46851235,N,TRUE,1/1/2016,5/31/2017,7750,98500,0,Goldman Sachs,Closed,3/1/1980,New York,NY,10028,US,Live in Neighborhood,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,4,28-D,d5-col,1105,t0134873,7900,7750,01/01/2016,05/31/2017,0,No,Roomates,M,3,0,N
156212,10028,1986,26D,2,2,"2 Bed / 2 Bath, 1105 sq. ft.",19660274,INDIVIDUAL,42998260,N,TRUE,1/1/2016,4/30/2017,7500,300000,315000,MKP Capital Management,Approved,12/1/1983,New York,NY,10013,US,Word of Mouth,USA,"Financial (banking, accountant, insurance)",No,0,none,No,0,9.1,26-D,d5-col,1105,t0135032,7900,7500,01/01/2016,04/30/2017,0,Yes,Couple,M,3,1,N
156212,10028,1986,25-F,2,2,2 Bed / 1.5 BA,19345941,INDIVIDUAL,42547957,Y,FALSE,1/2/2016,3/31/2017,5700,250000,226972,Japan Government,Closed,10/1/1975,New York,NY,10017,US,Unknown,Manhattan,0,No,0,none,No,0,7.4,25-F,b5-col,735,t0134820,5310,5700,01/02/2016,03/31/2017,0,unknown,0,0,0,0,0
156212,10028,1986,25C,1,1.5,1BED/1 Bath,19682842,INDIVIDUAL,29815909,N,FALSE,1/3/2016,3/2/2017,6800,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,Manhattan,0,No,0,none,No,0,-100,25-C,b4-col,950,t0134931,6500,6800,01/03/2016,03/02/2017,0,Yes,Family,M,3,1,N
156212,10028,1986,32-G,2,2,"2 Bed / 2 Bath, 1105 sq. ft.",19756579,INDIVIDUAL,28302858,N,TRUE,1/14/2016,3/13/2017,7500,0,0,0,Approved,1/0/1900,0,0,0,0,Unknown,Manhattan,0,No,0,none,No,0,-100,32-G,b2-col,1075,t0135155,7200,7500,01/14/2016,03/13/2017,0,Yes,Family,M,4,2,N
162194,11217,2013,28B,1,1,"1 BR, 1 BA, Balcony",19338306,INDIVIDUAL,49685276,Y,FALSE,1/15/2016,2/28/2017,3665,150000,0,Na,Closed,7/1/1994,Hartsdale,NY,10530,US,Broker,Tri-state,0,0,None,none,No,0,2.9,28B,1-696mb,696,t0024838,6300,3665,1/15/2016,2/28/2017,0,N,Single,M,1,0,Yes
156212,10028,1986,30-A,2,2,"2 Bed / 2 Bath, 1105 sq. ft.",19535624,INDIVIDUAL,50061571,Y,FALSE,1/15/2016,2/14/2018,7000,2000000,238647,Joseph Mcardle Jr. ,Closed,6/1/1956,Marion,MA,2738,US,Broker,Tri-state,0,No,None,none,No,0,8.4,30-A,b1-col,950,t0134877,7000,7000,01/15/2016,12/14/2017,0,No,Roomates,F,2,0,N
162194,11217,2013,8D,0,1,"STU, 1 BA",19317078,INDIVIDUAL,49643198,Y,FALSE,1/17/2016,2/28/2017,2500,0,0,Mas matbaacilik,Approved,11/1/1988,Brooklyn,NY,11205,US,Live in Neighborhood,NYC Other (Staten Island and Bronx),"Student (undergraduate, graduate)",Cat,One,one,No,0,2.1,8D,0-501m,501,t0024845,5250,2500,1/17/2016,2/28/2017,0,Y,Couple,MF,2,0,Yes
162194,11217,2013,23H,1,1,"1 BR, 1 BA",19243232,INDIVIDUAL,49504642,Y,FALSE,1/21/2016,5/31/2017,3480,122760,122760,YouGov,Closed,1/1/1984,Brooklyn,NY,11213,US,Broker,NYC Other (Staten Island and Bronx),0,0,None,none,No,0,6.7,23H,1-657m,657,t0024828,6300,3480,1/21/2016,5/31/2017,0,Y,Couple,MF,2,0,No
162194,11217,2013,20G,0,1,"STU, 1 BA",19290674,INDIVIDUAL,49597469,Y,FALSE,1/26/2016,2/28/2017,2740,85000,0,Taykey Inc,Closed,2/1/1987,Tel Aviv,  ,0,IL,Streeteasy,Outside USA,"Technology (computer, IT)",No,None,none,No,0,3.5,20G,0-521m,521,t0024831,5250,2740,1/26/2016,2/28/2017,0,Y,Couple,MF,2,0,No
162194,11217,2013,27A,1,1,"1 BR, 1 BA, Balcony",18990287,INDIVIDUAL,49044397,Y,FALSE,1/29/2016,11/30/2017,3800,167500,164500,The Capital Markets Company,Closed,8/1/1982,BROOKLYN,NY,11201,US,Streeteasy,NYC Other (Staten Island and Bronx),0,0,None,none,No,0,8.3,27A,1-731mb,731,t0024824,6300,3800,1/29/2016,11/30/2017,0,Y,Couple,MF,2,0,No
162194,11217,2013,26H,1,1,"1 BR, 1 BA",19934845,INDIVIDUAL,31464093,Y,FALSE,1/29/2016,1/31/2017,3350,112500,112500,Pfizer,Closed,10/1/1986,New York,NY,10014,US,Transfer,0,0,0,None,none,No,0,8.8,26H,1-657m,657,t0024934,6300,3350,1/29/2016,1/31/2017,0,N,Couple,MF,2,0,No
162194,11217,2013,31B,1,1,"1 BR, 1 BA, Balcony",19935772,INDIVIDUAL,50855979,Y,FALSE,2/1/2016,1/31/2017,0,93000,0,Guardian Media Group,Canceled,7/1/1978,Brooklyn,NY,11217,US,Live in Neighborhood,NYC Other (Staten Island and Bronx),0,0,None,none,No,0,-100,31B,1-696mb,696,t0024864,6300,3600,2/1/2016,1/31/2017,0,N,Couple,MF,2,0,No
156212,10028,1986,30-H,0,1,Studio/1Bath,19040026,INDIVIDUAL,32150555,N,FALSE,2/1/2016,1/31/2018,3145,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,-100,30-H,a21-col,470,t0135325,2900,3145,02/01/2016,01/31/2018,0,No,Single,F,1,0,N
156212,10028,1986,9E,1,1,1 Bed / 1 Bath,19622690,INDIVIDUAL,28928570,N,FALSE,2/1/2016,1/31/2017,3495,400000,417500,Columbus Circle Investors,Closed,8/1/1980,New York,NY,10028,US,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,9.7,09E,a71-col,675,t0135160,3282,3495,02/01/2016,01/31/2017,0,No,Single,M,1,0,N
156212,10028,1986,7A,0,1,Studio/1Bath,19738228,INDIVIDUAL,31089222,N,TRUE,2/1/2016,1/31/2017,2610,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,-100,07A,a11-col,415,t0080484,2700,2610,01/15/2011,01/31/2017,0,No,Single,F,1,0,N
156212,10028,1986,9-C,3,1.5,3 Bed / 1.5 Bath,19909984,INDIVIDUAL,44761996,Y,FALSE,2/1/2016,10/31/2016,5375,260000,260000,Chappuis Halder,Closed,9/1/1970,New York,NY,10019,US,Unknown,Outside USA,"Financial (banking, accountant, insurance)",No,0,none,No,0,7.6,09-C,c6-col,945,t0135307,6500,5375,02/01/2016,12/31/2016,0,Yes,Family,M,3,1,N
156212,10028,1986,29-A,4,3.5,4 Bed / 3.5 Bath,19989926,INDIVIDUAL,50946667,Y,FALSE,2/1/2016,6/30/2017,15900,750000,590992,Paul Kamke,Closed,3/1/1966,New York,NY,10028,US,Streeteasy,Manhattan,0,Dog between 15 and 25 lbs,One,one,No,0,9.3,29-A,d4-col,1973,t0135473,16000,15900,02/01/2016,06/30/2017,0,Yes,Family,M,4,2,N
162194,11217,2013,21H,1,1,"1 BR, 1 BA",19416440,INDIVIDUAL,49838819,Y,FALSE,2/15/2016,2/28/2018,3460,135000,135000,Goldman Sachs,Closed,8/1/1983,New York,NY,10022,US,Streeteasy,Manhattan,0,0,None,none,No,0,9.3,21H,1-657m,657,t0024843,6300,3460,2/15/2016,2/28/2018,0,Y,Couple,MF,2,0,No
145511,10009,0,6I,0,1,Studio/1 Bath,19958036,INDIVIDUAL,50892684,Y,FALSE,2/15/2016,6/30/2017,2695,100000,14014,Scott Chcihester,Closed,9/1/1980,New York,NY,10009,US,Streeteasy,0,0,0,One,one,No,0,-1,6I,s-448ra,448,t0025168,4621.76,2695,2/15/2016,6/30/2017,0,N,Single,F,1,0,Not Available
156212,10028,1986,27-D,2,2,"2 Bed / 2 Bath, 950 sq. ft.",20015292,INDIVIDUAL,42458841,Y,FALSE,2/15/2016,6/30/2017,7750,167500,0,Lenox Hill Hospital,Closed,11/1/1978,NEW YORK,NY,10028,US,Unknown,Manhattan,"Medical (doctor, nurse)",Dog over 25 lbs,0,two,No,0,5.4,27-D,d5-col,1105,t0135826,7900,7750,02/15/2016,06/14/2017,0,Yes,Family,M,3,1,N
162194,11217,2013,32C,0,1,"STU, 1 BA",19948441,INDIVIDUAL,50875274,Y,FALSE,2/19/2016,2/28/2017,2580,120000,96467.75,Cisco Systems,Closed,8/1/1984,New York,NY,10023,US,Streeteasy,Manhattan,0,0,None,none,No,0,6.8,32C,0-501m,501,t0024935,5250,2580,2/19/2016,2/28/2017,0,N,Single,M,1,0,No
162194,11217,2013,27C,0,1,"STU, 1 BA",19699865,INDIVIDUAL,50384350,Y,FALSE,2/20/2016,2/28/2017,2580,0,0,NYU Tandon school of engineering,Closed,8/1/1992,Brooklyn,NY,11201,US,Broker,NYC Other (Staten Island and Bronx),"Student (undergraduate, graduate)",Cat,None,none,No,0,3.5,27C,0-501m,501,t0024855,5250,2580,2/20/2016,2/28/2017,0,N,Single,M,1,0,Yes
162194,11217,2013,32D,0,1,"STU, 1 BA",20089250,INDIVIDUAL,49703139,Y,FALSE,2/21/2016,2/28/2017,2700,81200,50000,St. Francis College,Closed,11/1/1977,Brooklyn,NY,11205,US,Transfer,NYC Other (Staten Island and Bronx),0,Dog over 25 lbs,0,one,No,0,9,32D,0-516m,516,t0024939,5250,2700,2/21/2016,2/28/2017,0,N,Single,F,1,0,No
162194,11217,2013,12J,0,1,"STU, 1 BA",19790121,INDIVIDUAL,50562599,Y,FALSE,3/1/2016,5/31/2017,2825,77013.36,0.02,American Federation of Musicians,Closed,7/1/1950,Brooklyn,NY,11201,US,Live in Neighborhood,NYC Other (Staten Island and Bronx),0,0,One,one,No,0,4.4,12J,0-560m,560,t0024860,5250,2825,3/1/2016,5/31/2017,0,N,Single,F,1,0,No
162194,11217,2013,31C,0,1,"STU, 1 BA",19906254,INDIVIDUAL,50795727,Y,FALSE,3/1/2016,5/31/2017,2580,105000,105000,Ketchum,Closed,10/1/1986,Brooklyn,NY,11249,US,Broker,NYC Other (Staten Island and Bronx),0,0,None,none,No,0,8.9,31C,0-501m,501,t0024862,5250,2580,3/1/2016,5/31/2017,0,N,Single,M,1,0,No
162194,11217,2013,19H,1,1,"1 BR, 1 BA",20168192,INDIVIDUAL,51121629,Y,FALSE,3/1/2016,2/28/2017,3395,95000,95000,Ceragon Networks,Closed,4/1/1978,Sasa,  ,13870,IL,Broker,Outside USA,0,0,None,none,No,0,8.8,19H,1-710m,710,t0024945,6000,3395,3/1/2016,2/28/2017,0,N,Couple,MF,2,0,No
156212,10028,1986,8F,1,1.5,1 Bed / 1.5 Bath,20201239,INDIVIDUAL,38711685,Y,FALSE,3/1/2016,1/31/2017,3850,209828,213481,"Michael Zbar & Peter M Leung, LLP",Closed,6/1/1986,New York,NY,10028,US,Live in Neighborhood,Manhattan,"Creative (media, advertising, fashion)",No,0,none,No,0,7.9,08F,a91hcol,785,t0135835,3926,3850,03/01/2016,01/31/2017,0,No,Single,M,1,0,N
156212,10028,1986,28-A,4,3.5,4 Bed / 3.5 Bath,20227818,INDIVIDUAL,51394582,Y,FALSE,3/1/2016,6/15/2017,15800,1660000,1000000,Kensico Capital Management,Closed,5/1/1980,New York,NY,10028,US,Streeteasy,Manhattan,"Financial (banking, accountant, insurance)",No,None,none,No,0,9.7,28-A,d4-col,1973,t0135783,16000,15800,03/01/2016,06/15/2017,0,Yes,Family,M,4,2,N
162194,11217,2013,26E,1,1,"1 BR, 1 BA, Balcony",20014303,INDIVIDUAL,50997809,Y,FALSE,3/5/2016,3/31/2017,3595,185000,185000,Debevoise & Plimpton LLP,Closed,2/1/1989,Brooklyn,NY,11205,US,Sign,NYC Other (Staten Island and Bronx),0,0,None,none,No,0,9.1,26E,1-725mb,725,t0024943,6000,3595,3/5/2016,3/4/2017,0,Y,Couple,MF,2,0,No
156212,10028,1986,19-H,0,1,Studio/1Bath,20603286,INDIVIDUAL,52105873,Y,FALSE,3/5/2016,3/31/2017,2880,119000,119000,PricewaterhouseCoopers LP,Closed,9/1/1985,White Plains,NY,10601,US,Word of Mouth,Tri-state,"Financial (banking, accountant, insurance)",No,None,none,No,0,9.1,19-H,a21-col,475,t0136220,2025,2880,03/05/2016,03/31/2017,0,No,Single,F,1,0,N
156212,10028,1986,13-H,0,1,Studio/1Bath,19909953,INDIVIDUAL,28097819,N,FALSE,3/7/2016,3/31/2017,2760,0,0,0,Closed,1/0/1900,0,0,0,0,Live in Neighborhood,Manhattan,0,No,0,one,No,0,-100,13-H,a21-col,475,t0135858,2760,2760,03/07/2016,03/31/2017,0,No,Single,F,1,0,N
162194,11217,2013,29G,0,1,"STU, 1 BA",20219632,INDIVIDUAL,51368409,Y,FALSE,3/9/2016,3/31/2017,2495,92500,0.01,McAlpine Architecture,Closed,5/1/1988,New York,NY,10011,US,Streeteasy,Manhattan,"Real estate (developer, broker, architect, hospitality)",No,None,none,No,0,4.6,29G,0-479m,479,t0024949,5000,2495,3/9/2016,3/31/2017,0,N,Single,M,1,0,No
162194,11217,2013,11E,0,1,"STU, 1 BA",19982381,INDIVIDUAL,50931414,Y,FALSE,3/10/2016,3/31/2018,2650,100000,98480.4,US Navy,Closed,5/1/1982,Bremerton,WA,98310,US,Apartments.com,USA,0,0,None,none,No,0,8.1,11E,0-516m,516,t0024938,5250,2650,3/10/2016,3/31/2018,0,Y,Couple,FF,2,0,No
162194,11217,2013,28H,1,1,"1 BR, 1 BA",20015931,INDIVIDUAL,51002487,Y,FALSE,3/13/2016,3/31/2017,3395,400000,400000,The Brooklyn Hopsital,Closed,12/1/1963,Sicklerville,NJ,8081,US,Streeteasy,Tri-state,0,0,None,none,No,0,9.5,28H,1-657m,657,t0024940,6300,3395,3/1/2016,3/31/2017,0,Y,Couple,MF,2,0,No
197121,10016,0,08M,0,1,ALCOVE STUDIO / 1 - BATH,20913622,INDIVIDUAL,52691630,N,FALSE,3/25/2016,3/31/2017,2938,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,08M,0-u,550,t0025023,2929,2938,3/25/2015,3/31/2017,0,N,Single,M,1,0,No
197121,10016,0,03H,2,2,2-BED/ 2 BATH,20492618,INDIVIDUAL,51905820,N,FALSE,3/27/2016,3/31/2017,5144,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,03H,2-2bu,950,t0024958,5144,5144,3/27/2015,3/31/2017,0,Y,Family,MF,2,1,No
162194,11217,2013,29H,1,1,"1 BR, 1 BA",20017265,INDIVIDUAL,51008559,Y,FALSE,3/29/2016,3/31/2017,3525,150000,192438,Mark Foglietta,Closed,2/1/1961,New York,NY,10007,US,Naked Apartments,Manhattan,0,0,None,none,No,0,-1,29H,1-710m,710,t0024942,6300,3525,3/29/2016,3/28/2017,0,N,Single,M,1,0,No
156212,10028,1986,15-H,0,1,Studio/1Bath,20294039,INDIVIDUAL,33786568,N,FALSE,4/1/2016,3/31/2017,2800,108000,0,Christin Kuudson,Closed,12/1/1981,Minneapolis,MN,55403,US,Live in Neighborhood,USA,"Financial (banking, accountant, insurance)",No,0,none,No,0,8.5,15-H,a21-col,470,t0136615,2800,2800,04/01/2016,03/31/2017,0,No,Single,M,1,0,N
156212,10028,1986,7G,1,1,1 Bed / 1 Bath,20536069,INDIVIDUAL,42728255,Y,FALSE,4/2/2016,2/28/2017,3150,160000,0,Deutsche Bank,Approved,12/1/1980,New York,NY,10003,US,Unknown,Manhattan,"Financial (banking, accountant, insurance)",No,0,none,No,0,8.8,07G,a51-col,605,t0136354,3231,3150,04/02/2016,02/28/2017,0,Yes,Family,M,3,1,N
162194,11217,2013,5Q,1,1,"1 BR, 1 BA",20690238,INDIVIDUAL,52275582,Y,FALSE,4/3/2016,4/30/2017,3310,149000,149000,"Karma Mobility, Inc.",Closed,11/1/1983,Rotterdam,  ,3035AH,NL,Website,Manhattan,0,0,None,none,No,0,7.5,5Q,1-728m,728,t0025180,6363,3310,4/7/2016,4/30/2017,0,N,Single,M,1,0,Yes
162194,11217,2013,37C,0,1,"STU, 1 BA",20539440,INDIVIDUAL,51996519,Y,FALSE,4/6/2016,4/30/2017,3050,160000,229000,Adroll.com,Approved,3/1/1982,Dublin,  ,0,IE,Broker,Brooklyn,0,0,None,none,No,0,7.2,37C,0-610mw,610,t0025172,5250,3050,4/6/2016,4/30/2017,0,N,Single,M,1,0,Yes
145511,10009,0,10H,1,1,1 Bed/1 Bath + Terrace,20999093,INDIVIDUAL,52843816,Y,FALSE,4/8/2016,6/30/2017,3550,80000,80000,UNITED NATIONS,Closed,6/1/1986,Astoria,NY,11105,US,Property Website,0,0,0,None,none,No,0,4.7,10H,1-654tra,654,t0025227,4931.33,3550,4/8/2016,6/30/2017,0,N,Single,M,1,0,Not Available
197121,10016,0,18C,1,1,1-BED / 1-BATH + TERRACE,20649660,INDIVIDUAL,52193055,N,FALSE,4/11/2016,4/30/2017,4295,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,two,No,0,-100,18C,1bd/1b-r,749,t0025115,4295,4295,4/11/2015,4/30/2017,0,N,Couple,MF,2,0,No
162194,11217,2013,38C,0,1,"STU, 1 BA",20661331,INDIVIDUAL,52228695,Y,FALSE,4/12/2016,4/30/2017,3100,260000,210000,Credit Suisse,Closed,12/1/1974,Brooklyn,NY,11243,US,Live in Neighborhood,Brooklyn,0,0,None,none,No,0,9.4,38C,0-610mw,610,t0025177,5250,3100,4/12/2016,4/30/2017,0,N,Single,M,1,0,No
197121,10016,0,23N,0,1,ALCOVE STUDIO / 1 - BATH,20492709,INDIVIDUAL,51905980,N,FALSE,4/14/2016,4/13/2017,3489,0,0,0,Closed,1/0/1900,0,0,0,0,Unknown,0,0,0,0,none,No,0,-100,23N,0-FPU,566,t0025160,3329,3489,4/14/2015,4/13/2017,0,N,Single,F,1,0,No
162194,11217,2013,27G,0,1,"STU, 1 BA",20995184,INDIVIDUAL,52830140,Y,FALSE,4/24/2016,4/30/2017,2700,140000,0,E'Cucina Home Appliances,Closed,7/1/1968,New York,NY,10003,US,Broker,Manhattan,0,0,None,none,No,0,3.8,27G,0-521m,521,t0025204,5250,2700,4/24/2016,4/30/2017,0,N,Single,M,1,0,Yes
162194,11217,2013,38A,2,2,"2 BR, 2 BA, 2 Balconies",20881044,INDIVIDUAL,35410819,Y,FALSE,4/26/2016,4/30/2017,5695,200000,140000,Online-Access,Closed,5/1/1979,Wyoming,MI,49509,US,Personal Referral,USA,0,0,None,none,No,0,9,38A,21057mbb,1057,t0025202,8400,5695,4/26/2016,4/30/2017,0,N,Roommates,MM,2,0,No
145511,10009,0,11G,1,1,1 Bed/1 Bath + Terrace,21477618,INDIVIDUAL,53734508,Y,FALSE,4/29/2016,8/31/2017,3450,72000,72000,M Booth,Closed,2/1/1989,New York,NY,10003,US,Broker,0,0,0,None,none,No,0,8.9,11G,1-609tra,609,t0025251,4790.43,3450,5/2/2016,8/31/2017,0,Y,Couple,MF,2,0,Not Available
162194,11217,2013,34G,0,1,"STU, 1 BA",20588050,INDIVIDUAL,52086617,Y,FALSE,5/1/2016,2/28/2018,2725,188000,82131.02,Peter pintek,Closed,6/1/1975,Miami,FL,33138,US,Personal Referral,USA,0,0,None,none,No,0,4.5,34G,0-539m,539,t0025176,5250,2725,5/2/2016,2/28/2018,0,N,Single,M,1,0,No
162194,11217,2013,36C,0,1,"STU, 1 BA",20660529,INDIVIDUAL,52224176,Y,FALSE,5/1/2016,4/30/2017,3100,200000,179312,Premise,Closed,9/1/1982,Austin,TX,78705,US,Personal Referral,USA,0,0,None,none,No,0,8.8,36C,0-610mw,610,t0025179,5250,3100,5/1/2016,4/30/2017,0,?,Couple,MF,2,0,No
162194,11217,2013,6L,0,1,"STU, 1 BA",20666088,INDIVIDUAL,52234333,Y,FALSE,5/1/2016,4/30/2017,2625,109304,106121,Pay Pal,Closed,9/1/1966,New York,NY,10031,US,Broker,Manhattan,0,0,None,none,No,0,3.7,6L,0-503m,503,t0025194,5250,2625,5/1/2016,4/30/2017,0,N,Single,M,1,0,No
162194,11217,2013,8L,0,1,"STU, 1 BA",20980800,INDIVIDUAL,52799703,Y,FALSE,5/1/2016,4/30/2017,2625,200800,0.01,"Skadden, Arps, Slate, Meagher & Flom",Closed,10/1/1989,Washington,DC,20001,US,Broker,USA,"Law (lawyer, legal staff)",No,None,none,No,0,5,8L,0-552m,552,t0025207,5302.5,2625,5/1/2016,4/30/2017,0,Y,Couple,MM,2,0,Yes
156212,10028,1986,7-C,2,1.5,2 Bed/1.5 BA,19346011,INDIVIDUAL,42468244,Y,FALSE,5/1/2016,4/30/2017,5075,305000,0,Barclays Capital,Closed,2/1/1987,New York,NY,10024,US,Unknown,Manhattan,"Financial (banking, accountant, insurance)",Dog over 25 lbs,0,none,No,0,8.1,07-C,b5-col,835,t0137198,5200,5075,05/01/2016,05/31/2017,0,Yes,Family,M,3,1,N
156212,10028,1986,8G,1,1,1 Bed / 1 Bath,20096164,INDIVIDUAL,26548962,N,TRUE,5/1/2016,1/31/2017,3195,60000,0,Warwick Hotels,Approved,3/1/1983,New York,NY,10028,US,Broker,Manhattan,0,No,0,one,No,0,-50,08G,a51-col,605,t0111057,3131,3195,05/09/2013,01/31/2017,0,Yes,Couple,F,2,0,N
156212,10028,1986,30-D,2,2,"2 Bed / 2 Bath, 950 sq. ft.",20243656,INDIVIDUAL,39887487,N,TRUE,5/1/2016,4/30/2019,7400,2000000,0,Voya Financial,Closed,8/1/1953,New York,NY,10169,US,Broker,Tri-state,"Financial (banking, accountant, insurance)",No,0,none,No,0,9,30-D,b3-col,1062,t0127348,7900,7400,01/01/2015,04/30/2019,0,No,Single,M,1,0,N
156212,10028,1986,9A,0,1,Studio/1Bath,20401707,INDIVIDUAL,44986311,N,TRUE,5/1/2016,1/31/2017,2625,48000,47985.6,Ralph Lauren,Closed,6/1/1991,New York,NY,10016,US,Broker,Manhattan,"Creative (media, advertising, fashion)",No,0,none,No,0,9.5,09A,a11-col,415,t0131339,3000,2625,07/01/2015,01/31/2017,0,No,Single,F,1,0,N
156212,10028,1986,9B,1,1,1 Bed / 1 Bath,20943295,GUARANTOR,33097369,N,TRUE,5/1/2016,1/31/2017,3300,500000,0,Husband,Approved,1/1/1951,Arlington,VA,22207,US,Broker,USA,0,Cat,0,two,No,0,9.5,09B,a41-col,575,t0121732,3186,3300,04/18/2014,01/31/2017,0,No,Single,F,1,0,N
156212,10028,1986,32-A,3,3.5,3 Bed / 3.5 Bath,21281421,INDIVIDUAL,53363153,Y,FALSE,5/1/2016,4/30/2018,12000,200000,333169,Mark Josephson,Closed,10/1/1965,New York,NY,10028,US,Streeteasy,Manhattan,"Creative (media, advertising, fashion)",Dog less than 15 lbs,One,one,No,0,5,32-A,c4-col,1780,t0137045,12000,12000,05/01/2016,04/30/2018,0,No,Family,F,3,2,N
162194,11217,2013,14G,2,2,"2 BR, 2 BA",20978865,INDIVIDUAL,52793204,Y,FALSE,5/2/2016,11/30/2017,4875,250000,250000,Freshfields Bruckhaaus Deringer US LLP,Closed,7/1/1982,Brooklyn,NY,11217,US,Transfer,Brooklyn,"Law (lawyer, legal staff)",Cat,One,one,No,0,3.8,14G,2-986m,986,t0025200,8400,4875,5/2/2016,11/30/2017,0,N,Single,F,1,0,No
