movieId,title,genres,imdbId,tmdbId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,title2,runtime,rt_score,imdb_votes
2104,Tex (1982),Drama,84783,27332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tex,0.173400673,0.85,0.00094671
2105,Tron (1982),Action|Adventure|Sci-Fi,84827,97,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tron,0.161616162,0.71,0.057437895
2106,Swing Kids (1993),Drama|War,108265,10419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Swing Kids,0.188552189,0.5,0.007912798
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998),Horror|Thriller,120694,11675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),0,0,0
2108,L.A. Story (1991),Comedy|Romance,102250,2107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L.A. Story,0.15993266,0.94,0.015077794
2109,"Jerk, The (1979)",Comedy,79367,6471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jerk, The",0,0,0
2110,Dead Men Don't Wear Plaid (1982),Comedy|Crime|Thriller,83798,9442,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Dead Men Don't Wear Plaid,0.148148148,0.78,0.010256747
2111,"Man with Two Brains, The (1983)",Comedy,85894,11591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Man with Two Brains, The",0,0,0
2112,Grand Canyon (1991),Crime|Drama,101969,13697,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Grand Canyon,0.225589226,0.76,0.007599765
2114,"Outsiders, The (1983)",Drama,86066,227,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Outsiders, The",0,0,0
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87469,87,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Indiana Jones and the Temple of Doom,0.198653199,0.85,0.219049192
2116,"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,77869,123,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Lord of the Rings, The",0.2996633,0.91,0.817233379
2117,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi,87803,9314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1984 (Nineteen Eighty-Four),0,0,0
2118,"Dead Zone, The (1983)",Thriller,85407,11336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Dead Zone, The",0,0,0
2119,Maximum Overdrive (1986),Horror,91499,9980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Maximum Overdrive,0.164983165,0.17,0.014969645
2120,Needful Things (1993),Drama|Horror,107665,10657,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Needful Things,0.202020202,0.32,0.010934444
2121,Cujo (1983),Horror|Thriller,85382,10489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Cujo,0.156565657,0.61,0.018679856
2122,Children of the Corn (1984),Horror|Thriller,87050,10823,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Children of the Corn,0.154882155,0.36,0.023139501
2123,All Dogs Go to Heaven (1989),Animation|Children|Comedy|Drama|Fantasy,96787,11497,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,All Dogs Go to Heaven,0.141414141,0.55,0.017734777
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,101272,2907,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Addams Family, The",0,0,0
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,120631,9454,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Ever After: A Cinderella Story,0.203703704,0.91,0.035154889
2126,Snake Eyes (1998),Action|Crime|Mystery|Thriller,120832,8688,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Snake Eyes,0.164983165,0.4,0.038883578
2130,Atlantic City (1980),Crime|Drama|Romance,80388,23954,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,Atlantic City,0.175084175,1,0.007132388
2131,Autumn Sonata (Höstsonaten) (1978),Drama,77711,12761,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Autumn Sonata (Höstsonaten),0,0,0
2132,Who's Afraid of Virginia Woolf? (1966),Drama,61184,396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Who's Afraid of Virginia Woolf?,0.220538721,0.95,0.034536974
2133,Adventures in Babysitting (1987),Adventure|Comedy,92513,14367,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventures in Babysitting,0.171717172,0.78,0.018232587
2134,Weird Science (1985),Comedy|Fantasy|Sci-Fi,90305,11814,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Weird Science,0.158249158,0.54,0.039358563
2135,Doctor Dolittle (1967),Adventure|Children|Musical,61584,16081,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Doctor Dolittle,0.143097643,0.43,0.046628447
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,57372,18331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Nutty Professor, The",0,0,0
2137,Charlotte's Web (1973),Animation|Children,70016,15171,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlotte's Web,0.163299663,0.79,0.018278238
2138,Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,78480,11837,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Watership Down,0.153198653,0.82,0.016684266
2139,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,84649,11704,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Secret of NIMH, The",0,0,0
2140,"Dark Crystal, The (1982)",Adventure|Fantasy,83791,11639,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Dark Crystal, The",0,0,0
2141,"American Tail, An (1986)",Adventure|Animation|Children|Comedy,90633,4978,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"American Tail, An",0,0,0
2142,"American Tail: Fievel Goes West, An (1991)",Adventure|Animation|Children|Musical|Western,101329,10380,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"American Tail: Fievel Goes West, An",0,0,0
2143,Legend (1985),Adventure|Fantasy|Romance,89469,11976,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Legend,0.222222222,0.61,0.075313428
2144,Sixteen Candles (1984),Comedy|Romance,88128,15144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sixteen Candles,0.156565657,0.86,0.05104081
2145,Pretty in Pink (1986),Comedy|Drama|Romance,91790,11522,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Pretty in Pink,0.163299663,0.78,0.036755383
2146,St. Elmo's Fire (1985),Drama|Romance,90060,11557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,St. Elmo's Fire,0.185185185,0.44,0.017745646
2147,"Clan of the Cave Bear, The (1986)",Adventure|Drama|Fantasy,90848,13853,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Clan of the Cave Bear, The",0,0,0
2148,House (1986),Comedy|Fantasy|Horror,91223,11415,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,House,0.074074074,0,0.202894258
2149,House II: The Second Story (1987),Comedy|Fantasy|Horror,93220,37530,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,House II: The Second Story,0.148148148,0.09,0.00497702
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,80801,8393,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gods Must Be Crazy, The",0,0,0
2151,"Gods Must Be Crazy II, The (1989)",Comedy,97443,11937,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gods Must Be Crazy II, The",0,0,0
2152,Air Bud: Golden Receiver (1998),Children|Comedy,140796,21661,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Bud: Golden Receiver,0.151515152,0.21,0.002666222
2153,"Avengers, The (1998)",Action|Adventure,118661,9320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avengers, The",0,0,0
2154,How Stella Got Her Groove Back (1998),Drama|Romance,120703,33644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,How Stella Got Her Groove Back,0.208754209,0.49,0.003429242
2155,"Slums of Beverly Hills, The (1998)",Comedy|Drama,120831,14662,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Slums of Beverly Hills, The",0,0,0
2156,"Best Man, The (Testimone dello sposo, Il) (1998)",Comedy|Drama|Romance,133413,125124,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Best Man, The (Testimone dello sposo, Il)",0,0,0
2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller,99763,10692,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Henry: Portrait of a Serial Killer,0.13973064,0.87,0.015251701
2160,Rosemary's Baby (1968),Drama|Horror|Thriller,63522,805,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Rosemary's Baby,0.230639731,0.99,0.092012367
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,88323,34584,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NeverEnding Story, The",0.202020202,0,1.41E-05
2162,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy,100240,34636,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"NeverEnding Story II: The Next Chapter, The",0,0,0
2163,Attack of the Killer Tomatoes! (1978),Comedy|Horror,80391,2182,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Attack of the Killer Tomatoes!,0.13973064,0.27,0.006194917
2164,Surf Nazis Must Die (1987),Action|Comedy|Drama|Horror,94077,28070,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Surf Nazis Must Die,0.13973064,0.2,0.002535791
2165,Your Friends and Neighbors (1998),Comedy|Drama,119517,77469,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Your Friends and Neighbors,0,0,0
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,124595,10278,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,Return to Paradise,0.186868687,0.71,0.00695848
2167,Blade (1998),Action|Horror|Thriller,120611,36647,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Blade,0.202020202,0.54,0.122855433
2169,Dead Man on Campus (1998),Comedy,118301,14557,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dead Man on Campus,0.161616162,0.15,0.006966632
2170,Wrongfully Accused (1998),Action|Comedy,120901,9417,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wrongfully Accused,0.146464646,0.22,0.011461058
2171,Next Stop Wonderland (1998),Comedy|Drama|Romance,119778,41469,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Next Stop Wonderland,0.175084175,0.75,0.002427642
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",Comedy|Drama,120692,19381,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",0,0,0
2174,Beetlejuice (1988),Comedy|Fantasy,94721,4011,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Beetlejuice,0.154882155,0.84,0.125559697
2175,Déjà Vu (1997),Drama|Romance,119033,161795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Déjà Vu,0.196969697,0,0.000399988
2176,Rope (1948),Crime|Drama|Thriller,40746,1580,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Rope,0.134680135,0.93,0.062476325
2177,Family Plot (1976),Comedy|Thriller,74512,5854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Family Plot,0.202020202,0.96,0.010018168
2178,Frenzy (1972),Thriller,68611,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Frenzy,0.195286195,0.87,0.020018402
2179,Topaz (1969),Thriller,65112,2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Topaz,0.240740741,0.68,0.008215506
2180,Torn Curtain (1966),Thriller,61107,5780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Torn Curtain,0.215488215,0.68,0.012106147
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,58329,506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Marnie,0.218855219,0.82,0.021971602
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,51207,22527,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,"Wrong Man, The",0,0,0
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,49470,574,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"Man Who Knew Too Much, The",0,0,0
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,48750,11219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Trouble with Harry, The",0,0,0
2185,I Confess (1953),Thriller,45897,30159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I Confess,0.15993266,0.81,0.009253518
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,44079,845,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,Strangers on a Train,0.17003367,0.98,0.061963298
2187,Stage Fright (1950),Mystery|Romance|Thriller,42994,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Stage Fright,0.185185185,0.89,0.00609329
2188,54 (1998),Drama,120577,3682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0.156565657,0.16,0.016383732
2190,Why Do Fools Fall In Love? (1998),Drama,123324,46702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Why Do Fools Fall In Love?,0.195286195,0.53,0.001796683
2193,Willow (1988),Action|Adventure|Fantasy,96446,847,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Willow,0.212121212,0.5,0.050632127
2194,"Untouchables, The (1987)",Action|Crime|Drama,94226,117,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Untouchables, The",0.031986532,0,1.79E-05
2195,Dirty Work (1998),Comedy,120654,14577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dirty Work,0.138047138,0.17,0.012121907
2196,Knock Off (1998),Action,120724,37498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Knock Off,0.153198653,0.08,0.007082933
2201,"Paradine Case, The (1947)",Drama,39694,31667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Paradine Case, The",0,0,0
2202,Lifeboat (1944),Drama|War,37017,13321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Lifeboat,0.163299663,0.92,0.013063726
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342,21734,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Shadow of a Doubt,0.181818182,1,0.02933333
2204,Saboteur (1942),Mystery|Thriller,35279,31997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Saboteur,0.183501684,0.83,0.011420298
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,33922,24197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mr. & Mrs. Smith,0.202020202,0.59,0.225613663
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,34248,11462,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Suspicion,0.166666667,0.97,0.015660928
2207,Jamaica Inn (1939),Drama,31505,31995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Jamaica Inn,0.164983165,0.55,0.004217804
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,30341,940,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,"Lady Vanishes, The",0,0,0
2210,Sabotage (1936),Thriller,28212,12684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sabotage,0.183501684,0.2,0.030175152
2211,Secret Agent (1936),Thriller,28231,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Secret Agent,0.144781145,0.86,0.003846077
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,25452,8208,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Man Who Knew Too Much, The",0,0,0
2226,"Ring, The (1927)",Drama,18328,36056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Ring, The",0.163299663,0,0.00021032
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,17075,2760,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Lodger: A Story of the London Fog, The",0,0,0
2231,Rounders (1998),Drama,128442,10220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rounders,0.203703704,0.65,0.072821657
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,123755,431,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,Cube,0.151515152,0.63,0.104436439
2236,Simon Birch (1998),Drama,124879,22796,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Simon Birch,0.191919192,0.44,0.010719777
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama,73817,37916,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),0,0,0
2240,My Bodyguard (1980),Drama,81207,21873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,My Bodyguard,0.171717172,0.86,0.004311279
2241,Class (1983),Comedy,85346,21500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class,0.164983165,0.25,0.004751483
2243,Broadcast News (1987),Comedy|Drama|Romance,92699,12626,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Broadcast News,0.223905724,0.98,0.013428932
2244,"Allnighter, The (1987)",Comedy|Romance,92537,37818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Allnighter, The",0,0,0
2245,Working Girl (1988),Comedy|Drama|Romance,96463,3525,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Working Girl,0.19023569,0.85,0.025905719
2247,Married to the Mob (1988),Comedy,95593,2321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Married to the Mob,0.175084175,0.89,0.007939428
2248,Say Anything... (1989),Comedy|Drama|Romance,98258,2028,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Say Anything...,0.168350168,0.98,0.041606863
2249,My Blue Heaven (1990),Comedy,100212,16384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,My Blue Heaven,0.163299663,0.71,0.009479598
2252,Hero (1992),Comedy|Drama,104412,10699,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Hero,0.18013468,0,0.090250465
2253,Toys (1992),Comedy|Fantasy,105629,11597,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Toys,0.198653199,0.3,0.01579788
2255,Young Doctors in Love (1982),Comedy,84938,47947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Young Doctors in Love,0.161616162,0.29,0.001493432
2256,Parasite (1982),Horror|Sci-Fi,84472,48311,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Parasite,0.143097643,0.11,0.000961927
2257,No Small Affair (1984),Comedy|Romance,87810,44772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No Small Affair,0.171717172,0.57,0.000952144
2259,Blame It on Rio (1984),Comedy|Romance,86973,14347,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Blame It on Rio,0.168350168,0.09,0.005002562
2260,Wisdom (1986),Crime|Drama,92225,41090,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Wisdom,0.183501684,0,0.001467346
2261,One Crazy Summer (1986),Comedy,91680,18282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One Crazy Summer,0.156565657,0.6,0.006865005
2262,About Last Night... (1986),Comedy|Drama|Romance,90583,18169,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,About Last Night...,0.19023569,0.61,0.0071688
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,96073,11082,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,"Seventh Sign, The",0,0,0
2264,We're No Angels (1989),Comedy|Crime,98625,5971,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,We're No Angels,0.178451178,0.47,0.010842599
2265,Nothing But Trouble (1991),Adventure|Comedy,102558,11933,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nothing But Trouble,0.158249158,0.05,0.011225196
2266,"Butcher's Wife, The (1991)",Comedy|Romance,101523,20096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Butcher's Wife, The",0,0,0
2267,Mortal Thoughts (1991),Mystery|Thriller,102469,30815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Mortal Thoughts,0.173400673,0.57,0.004206391
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,104257,881,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,"Few Good Men, A",0,0,0
2269,Indecent Proposal (1993),Drama|Romance,107211,4478,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Indecent Proposal,0.196969697,0.35,0.03076046
2271,Permanent Midnight (1998),Drama,120788,22318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Permanent Midnight,0.148148148,0.58,0.003558042
2272,One True Thing (1998),Drama,120776,53113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,One True Thing,0.213804714,0.89,0.005771017
2273,Rush Hour (1998),Action|Comedy|Crime|Thriller,120812,2109,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Rush Hour,0.164983165,0.6,0.119346303
2275,Six-String Samurai (1998),Action|Adventure|Sci-Fi,118736,24746,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Six-String Samurai,0.153198653,0.6,0.003430329
2278,Ronin (1998),Action|Crime|Thriller,122690,8195,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Ronin,0.205387205,0.68,0.087495659
2279,Urban Legend (1998),Horror|Thriller,146336,9877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Urban Legend,0.166666667,0.19,0.030003418
2280,Clay Pigeons (1998),Crime,118863,26618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Clay Pigeons,0.175084175,0.62,0.005505808
2281,Monument Ave. (1998),Action|Crime|Drama,119802,21132,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Monument Ave.,0.156565657,0.9,0.000757042
2282,Pecker (1998),Comedy|Drama,126604,11855,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pecker,0.146464646,0.52,0.006922612
2283,"Sheltering Sky, The (1990)",Drama,100594,24016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Sheltering Sky, The",0,0,0
2286,"Fiendish Plot of Dr. Fu Manchu, The (1980)",Comedy,80731,3486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fiendish Plot of Dr. Fu Manchu, The",0,0,0
2287,Them! (1954),Horror|Sci-Fi|Thriller,47573,11071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Them!,0.158249158,1,0.009744807
2288,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,84787,1091,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,"Thing, The",0.202020202,0,4.35E-06
2289,"Player, The (1992)",Comedy|Crime|Drama,105151,10403,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Player, The",0,0,0
2290,Stardust Memories (1980),Comedy|Drama,81554,11337,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Stardust Memories,0.14983165,0.7,0.010583911
2291,Edward Scissorhands (1990),Drama|Fantasy|Romance,99487,162,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Edward Scissorhands,0.176767677,0.9,0.224831622
2292,Overnight Delivery (1998),Comedy|Romance,117276,25723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Overnight Delivery,0.146464646,0.43,0.003159141
2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy,120587,8916,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Antz,0.13973064,0.93,0.075562877
2295,"Impostors, The (1998)",Comedy,120823,28134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Impostors, The",0,0,0
2296,"Night at the Roxbury, A (1998)",Comedy,120770,9429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Night at the Roxbury, A",0,0,0
2297,What Dreams May Come (1998),Adventure|Drama|Fantasy|Romance,120889,12159,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,What Dreams May Come,0.19023569,0.54,0.051798395
2298,Strangeland (1998),Thriller,124102,27791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Strangeland,0.143097643,0.06,0.003390656
